tracklist_id,track_id,station,host,station_logo,artist_name,artist_id,track_name,track_popularity,track_explicit,track_duration,spotify_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
90,4QQEzkxcONBthDLfzqIh9S,Wave 103,Adam First,https://static.wikia.nocookie.net/gtawiki/images/4/42/Wave103-GTAVC-Logo.svg/revision/latest/scale-to-width-down/140?cb=20181017152038,Gary Numan,5KQMtyPE8DCQNUzoNqlEsE,Cars,64,FALSE,238906,https://open.spotify.com/track/4QQEzkxcONBthDLfzqIh9S,0.545,0.578,2,-8.745,1,0.0406,0.0114,6.57E-05,0.0692,0.819,128.038
91,0ZfZaT7NByalxa6bct5G67,Wave 103,Adam First,https://static.wikia.nocookie.net/gtawiki/images/4/42/Wave103-GTAVC-Logo.svg/revision/latest/scale-to-width-down/140?cb=20181017152038,The Human League,1aX2dmV8XoHYCOQRxjPESG,(Keep Feeling) Fascination - Remastered,48,FALSE,224733,https://open.spotify.com/track/0ZfZaT7NByalxa6bct5G67,0.711,0.609,0,-9.042,1,0.0764,0.381,1.24E-06,0.204,0.674,118.132
92,5QIbR39hAEDIOkr4ggh4xc,Wave 103,Adam First,https://static.wikia.nocookie.net/gtawiki/images/4/42/Wave103-GTAVC-Logo.svg/revision/latest/scale-to-width-down/140?cb=20181017152038,Blondie,4tpUmLEVLCGFr93o8hFFIB,Atomic,58,FALSE,280324,https://open.spotify.com/track/5QIbR39hAEDIOkr4ggh4xc,0.596,0.824,4,-4.893,0,0.0361,0.0504,0.129,0.0586,0.786,135.171
93,4ZhPLoMzZwewHLLjV1J15c,Wave 103,Adam First,https://static.wikia.nocookie.net/gtawiki/images/4/42/Wave103-GTAVC-Logo.svg/revision/latest/scale-to-width-down/140?cb=20181017152038,Nena,6Tz0QRoe083BcOo2YbG9lV,99 Luftballons,74,FALSE,232466,https://open.spotify.com/track/4ZhPLoMzZwewHLLjV1J15c,0.575,0.555,4,-7.495,1,0.0453,0.103,1.30E-06,0.111,0.504,95.361
94,1YGZyfvdgZxzipWoWYVKxi,Wave 103,Adam First,https://static.wikia.nocookie.net/gtawiki/images/4/42/Wave103-GTAVC-Logo.svg/revision/latest/scale-to-width-down/140?cb=20181017152038,Kim Wilde,73a6pNH4YtLNgDbPQwXveo,Kids In America,71,FALSE,205533,https://open.spotify.com/track/1YGZyfvdgZxzipWoWYVKxi,0.557,0.782,4,-3.899,1,0.0475,0.0953,6.75E-06,0.118,0.305,159.621
95,3bq6GVy7ol5FdMU0OtKVkz,Wave 103,Adam First,https://static.wikia.nocookie.net/gtawiki/images/4/42/Wave103-GTAVC-Logo.svg/revision/latest/scale-to-width-down/140?cb=20181017152038,Tears For Fears,4bthk9UfsYUYdcFyqxmSUU,Pale Shelter,50,FALSE,243600,https://open.spotify.com/track/3bq6GVy7ol5FdMU0OtKVkz,0.524,0.886,9,-7.151,0,0.0399,0.00757,0.000461,0.582,0.758,118.927
96,1QbQL5m30YNvukitIqAnFG,Wave 103,Adam First,https://static.wikia.nocookie.net/gtawiki/images/4/42/Wave103-GTAVC-Logo.svg/revision/latest/scale-to-width-down/140?cb=20181017152038,Corey Hart,0smy8yDrRoI4CnhpOuthg0,Sunglasses At Night,63,FALSE,320573,https://open.spotify.com/track/1QbQL5m30YNvukitIqAnFG,0.686,0.609,10,-11.469,0,0.0444,0.258,0.00015,0.113,0.719,127.736
97,7abGerACQx9G1OBqHYFKAb,Wave 103,Adam First,https://static.wikia.nocookie.net/gtawiki/images/4/42/Wave103-GTAVC-Logo.svg/revision/latest/scale-to-width-down/140?cb=20181017152038,ABC,2s79xe5F6eUQkjwjww27Fh,Poison Arrow,58,FALSE,204266,https://open.spotify.com/track/7abGerACQx9G1OBqHYFKAb,0.736,0.876,11,-5.894,0,0.0839,0.182,0.00776,0.119,0.802,125.843
98,4OdhffpvG3HxDJMxYOKh97,Wave 103,Adam First,https://static.wikia.nocookie.net/gtawiki/images/4/42/Wave103-GTAVC-Logo.svg/revision/latest/scale-to-width-down/140?cb=20181017152038,A Flock Of Seagulls,0uAjBatvB4ubpd4kCfjmNt,I Ran (So Far Away),65,FALSE,308933,https://open.spotify.com/track/4OdhffpvG3HxDJMxYOKh97,0.507,0.642,2,-12.923,1,0.0323,0.00299,0.606,0.141,0.631,146.154
99,4dk40nfaQav6b4ZsJ9OYUo,Wave 103,Adam First,https://static.wikia.nocookie.net/gtawiki/images/4/42/Wave103-GTAVC-Logo.svg/revision/latest/scale-to-width-down/140?cb=20181017152038,The Psychedelic Furs,0O0lrN34wrcuBenkqlEDZe,Love My Way,67,FALSE,213973,https://open.spotify.com/track/4dk40nfaQav6b4ZsJ9OYUo,0.637,0.85,0,-5.054,1,0.0351,0.00487,0.00018,0.152,0.52,126.106
100,3N7GqZMpZJW69Te1bfUTc3,Wave 103,Adam First,https://static.wikia.nocookie.net/gtawiki/images/4/42/Wave103-GTAVC-Logo.svg/revision/latest/scale-to-width-down/140?cb=20181017152038,Animotion,6eQHjJJa52LUGjBKP5UPos,Obsession,56,FALSE,337266,https://open.spotify.com/track/3N7GqZMpZJW69Te1bfUTc3,0.673,0.613,7,-11.997,1,0.0799,0.00436,0.362,0.608,0.415,114.748
101,2X9fsxb6O6bYEopJYmUbNC,Wave 103,Adam First,https://static.wikia.nocookie.net/gtawiki/images/4/42/Wave103-GTAVC-Logo.svg/revision/latest/scale-to-width-down/140?cb=20181017152038,Spandau Ballet,2urZrEdsq72kx0UzfYN8Yv,Gold,62,FALSE,231480,https://open.spotify.com/track/2X9fsxb6O6bYEopJYmUbNC,0.711,0.74,10,-7.776,0,0.0361,0.258,0.0111,0.104,0.639,143.053
102,0xuWD2fiePVonFgx7GRClW,Wave 103,Adam First,https://static.wikia.nocookie.net/gtawiki/images/4/42/Wave103-GTAVC-Logo.svg/revision/latest/scale-to-width-down/140?cb=20181017152038,Thomas Dolby,2Uz58cSxlJgefDaSikxYQ7,Hyperactive!,40,FALSE,249293,https://open.spotify.com/track/0xuWD2fiePVonFgx7GRClW,0.685,0.926,4,-11.434,1,0.0635,0.0884,5.28E-05,0.206,0.789,105.177
103,02RkunUrCBLE5J6jY56QH3,Wave 103,Adam First,https://static.wikia.nocookie.net/gtawiki/images/4/42/Wave103-GTAVC-Logo.svg/revision/latest/scale-to-width-down/140?cb=20181017152038,Romeo Void,20kRNjGAzhnBIflemL8JfY,Never Say Never,51,FALSE,353666,https://open.spotify.com/track/02RkunUrCBLE5J6jY56QH3,0.601,0.789,4,-8.73,1,0.0611,0.000596,0.104,0.248,0.923,156.459
