Player,Solo score,Solo top1,Solo kd,Solo winRatio,Solo matches,Solo kills,Solo minutesPlayed,Duos score,Duos top1,Duos kd,Duos winRatio,Duos matches,Duos kills,Duos minutesPlayed,Trios score,Trios top1,Trios kd,Trios winRatio,Trios matches,Trios kills,Trios minutesPlayed,Squads score,Squads top1,Squads kd,Squads winRatio,Squads matches,Squads kills,Squads minutesPlayed,LTM score,LTM top1,LTM top3,LTM kd,LTM winRatio,LTM matches,LTM kills,LTM minutesPlayed,Source
jеtеr,2462194,174,0.8,0.9,18600,14745,117284,460818,487,0.88,12.8,3800,2922,14567,170058,42,0.65,4.7,897,555,7359,425856,176,0.69,4.1,4262,2819,17327,314632,95,82,3.14,8.9,1073,3072,7457,
PsychTazeTV,2355664,180,1.43,1.1,16199,22986,96843,168813,67,2.25,7,954,1995,6535,219543,57,1.99,5.3,1084,2043,9517,779858,138,1.56,2.9,4823,7321,32741,102736,11,9,1.83,1.5,737,1330,4048,
Tabbassat,866415,175,1.41,3.4,5199,7105,33463,1701455,788,1.02,6,13146,12611,66220,317092,197,2.97,18.2,1080,2619,11106,636372,227,1.29,5.7,3963,4811,24270,1237845,117,140,3.97,3,3906,15049,30328,
Twitch HeyimPal,151429,18,0.96,1.1,1591,1511,7027,2117620,1311,1.78,11.3,11651,18371,75015,377156,132,1.54,7.8,1695,2413,17010,868567,256,1.7,5.2,4882,7847,35005,511599,154,215,3.71,6.6,2322,8043,14173,
code tvRoshi,704433,47,1.17,1.2,3788,4384,31656,1528456,790,1.88,12.7,6228,10209,58212,375155,87,1.64,4.8,1818,2846,16573,908666,175,1.56,3.8,4585,6899,38263,227767,51,83,3,7.7,661,1827,6205,
NTNS NIKOLAS,103662,4,0.74,0.4,1078,795,4386,3091356,1025,0.63,4.2,24208,14538,132918,,,,,,,,325376,34,0.48,0.9,3921,1858,14705,388189,59,77,1.9,3.6,1622,2966,11653,
FatalBroccoli,1144426,185,0.81,4,4671,3612,54624,1221912,630,0.84,8.3,7560,5855,50699,184702,69,1.64,10.2,675,995,8117,969337,228,1,4.9,4672,4452,43605,249531,58,68,2.52,4.7,1228,2944,10096,
TikTok Boombi4es,2033835,305,2.24,2.3,13359,29285,74161,331020,96,2.54,3.9,2461,6001,12068,261419,85,2.12,6.9,1239,2443,10967,892137,239,2.21,4.7,5076,10682,34830,153014,35,20,5.8,5.7,617,3377,3902,
lućano 87,958078,711,3.18,11.4,6224,17519,36010,1481197,2083,5.52,26.8,7776,31452,42644,318230,146,2.6,13,1119,2528,13869,760839,794,3.61,15.1,5268,16152,28363,72732,60,55,4.18,16.5,364,1272,2083,
Old Man Haze,635393,218,1.95,4.3,5110,9533,22491,1990199,1431,4.02,21.5,6655,21016,66898,646835,577,8.7,37.7,1529,8281,19789,238638,137,2.49,13.7,998,2144,8258,399879,165,220,8.5,14.4,1142,8304,12472,
ur mad 11,704748,201,2.13,4.6,4392,8947,23007,1063200,487,1.86,7.2,6797,11734,39051,30070,8,2.29,5.8,137,296,1343,1717591,599,2.45,6.4,9342,21401,59605,93236,19,27,2.34,3.3,579,1311,3373,
55easy,1515651,133,0.84,1.5,9095,7497,68593,845540,310,1.11,7,4423,4584,36139,126331,41,1.01,6.8,603,570,5955,1027416,227,1.13,4.2,5430,5905,44654,498929,11,20,2.63,0.6,1905,4986,19232,
GL bykn,1925584,1171,4.49,15,7799,29730,72637,357226,744,7.7,36.3,2052,10066,11797,599252,293,3.08,15.4,1906,4966,26865,633280,958,5.69,30.8,3110,12246,26598,87114,56,36,5.98,11.6,483,2552,2677,
FreshD. on YT,520685,73,1.4,1.5,4741,6546,21902,589369,312,1.94,6.8,4563,8233,21342,355862,83,1.83,4.9,1702,2958,15957,2048583,616,1.84,4.3,14354,25304,79221,13627,2,1,1.86,1.8,113,206,363,
TTV EVO LilRed,304925,13,0.62,0.3,4107,2555,13330,1727588,851,0.98,10.2,8367,7366,67023,192830,101,1.5,13.3,762,990,6961,1291455,264,0.72,2.9,9037,6350,53587,839113,60,61,3.57,2.5,2394,8342,21455,
Epsilon_Radamas,416238,84,1.6,3.5,2403,3705,15974,1238431,762,2.59,15.3,4974,10897,42905,178067,48,1.5,5.6,860,1218,7640,1676156,562,1.67,6.9,8152,12662,64322,155711,74,58,3.07,13,571,1526,5059,
WЁS,838548,148,1.54,3.4,4413,6553,35080,1370897,506,1.92,7.5,6787,12081,51414,427377,122,1.46,6,2034,2782,19706,878865,178,1.54,3.7,4787,7089,36513,155165,11,18,3.79,2.3,472,1747,3698,
モイスティマーマン,587830,122,1.3,3.3,3730,4681,24446,1779463,977,1.88,11.8,8262,13682,68420,232075,102,1.71,11.3,906,1377,9801,911318,283,1.04,4,7089,7079,37782,176225,55,56,2.49,6,920,2151,4979,
TTV FallxV2,1100256,1085,3.99,12.4,8718,30434,41963,435812,1033,5.52,19.6,5259,23307,13815,547538,229,2.51,10.6,2151,4829,20926,1429629,1027,3.58,11.2,9201,29292,55137,41261,66,44,4.75,17.6,374,1462,1247,
Aspö-DIGGA,1029101,241,1.88,2.9,8370,15313,37933,334209,163,2.12,5.3,3057,6145,12749,656032,192,2.23,6.3,3071,6422,28165,1492025,500,2.08,4.7,10547,20939,57798,129756,57,59,2.42,3.7,1522,3552,4593,
rikardopl,461730,137,2.08,4.3,3172,6303,16438,625697,569,2.41,11.9,4800,10178,21007,164494,52,2.33,7.9,662,1419,6619,2259386,953,2.17,7,13678,27554,83552,12745,11,10,3.52,6.6,166,546,471,
ΨּدڶــۃڦــﮪــﯣۃΨ,1081937,219,1.38,3.4,6348,8485,41871,568762,275,1.72,9.4,2929,4573,21439,248568,113,3.04,11.3,1001,2697,8784,1612956,533,1.92,7.1,7542,13468,60440,226474,25,48,2.28,2,1225,2733,8887,
AngelBvibin.,1365632,75,1.29,0.6,11625,14897,53443,684954,198,1.95,5.1,3908,7216,27732,155879,28,1.76,3.1,897,1530,6964,1303502,184,1.59,2.2,8439,13116,54213,66034,6,14,2.61,1.8,325,833,2141,
Yaggїシ,900791,79,1.04,1.2,6579,6769,42108,466434,149,1.15,4.2,3546,3895,20222,782661,193,1.32,5.1,3752,4693,37066,1358962,232,1.18,3,7736,8880,63565,18599,6,10,1.27,3.9,153,186,687,
Lyóko,271090,46,0.9,1.6,2878,2555,11521,1543072,1155,1.89,12.3,9363,15488,57116,297675,175,3.6,17,1029,3077,10855,1393085,602,2.15,9,6690,13091,54731,585399,147,179,3.86,7.3,2003,7160,14185,
lady_cookie_mor,58119,8,0.61,2.5,319,189,2736,2741298,646,0.75,3.4,19218,13883,122142,27882,3,0.7,1.2,247,170,1229,680602,165,0.75,4.1,3997,2875,29701,585990,63,116,2.7,2.4,2611,6867,22867,
Snykrr7,963449,63,0.77,0.8,7610,5834,44696,786061,217,1.17,4.8,4507,5012,34199,735367,181,1.21,4.9,3662,4203,34432,1022825,147,0.93,2.2,6540,5914,46995,621548,34,30,1.97,2.5,1350,2594,12081,
FB Lorindos,1423821,254,1.59,4.1,6261,9541,56165,908906,487,1.5,12.7,3824,4999,35646,70147,12,0.85,3.4,358,295,3293,1108439,222,1.06,4,5617,5735,48095,219898,31,31,2.65,4.2,731,1852,6323,
DoryanLepro,309618,44,1.23,2.5,1729,2077,13136,2170638,680,0.82,6.8,9960,7640,97321,106683,22,0.69,3.6,608,403,5114,920421,161,1.18,3.4,4755,5428,38955,2905029,77,99,2.16,1.2,6353,13535,78524,
xingxiddenxngel,653972,103,1.5,2.9,3565,5194,25718,1467424,431,1.48,5.2,8256,11564,61469,242791,133,4.24,16.6,803,2839,8418,1140158,247,1.59,3.8,6585,10080,44562,141088,5,15,3.1,1.3,373,1140,3425,
IMMORTALOFDEATH,59205,6,1.04,1.6,378,388,2541,3065663,1075,1.55,7.8,13773,19713,130708,133684,21,1.07,2.9,713,742,6150,234314,14,0.84,1,1424,1180,11077,1141086,412,653,2.4,8.9,4611,10093,44209,
ZP_Cris 144Hz,1297140,582,1.91,6.7,8684,15457,48323,781321,729,2.92,17.6,4135,9935,24424,183584,60,1.7,8.5,704,1094,8130,1242932,861,2,10.1,8507,15312,46827,10674,8,1,2.27,3.6,223,487,377,
Ac てぃあのすけ 鮭,1018028,238,2.01,3.8,6320,12219,41108,799068,650,2.88,15.8,4111,9973,25009,785964,327,2.74,11.7,2806,6798,33614,902676,358,2.33,8,4501,9671,36144,313694,144,129,4.27,13,1105,4102,10862,
YT_BadKarmaGR.,1763118,1350,3.32,10.8,12487,37015,61141,567634,688,3.76,12.9,5324,17425,18398,61698,24,2.59,9.7,248,581,2639,1112139,1036,3.64,14.2,7272,22728,40507,474697,452,342,5.41,13.6,3317,15511,11969,
Chlander.,354552,30,1.04,1,2943,3020,14429,1779204,688,1.1,4.4,15793,16560,70162,57374,14,1.26,4.8,292,349,2484,1311504,230,1.22,2.5,9071,10751,51794,142813,30,44,2.9,5.5,543,1490,4396,
Colonel_Calico,268133,36,0.84,1.5,2349,1945,12496,2388240,766,1.29,6.1,12470,15084,101573,77455,14,1.13,3.7,374,408,3610,768471,141,1.32,3,4685,5992,33697,432858,32,71,3.55,3,1074,3703,10489,
ONYX AZZE-,1063292,508,3.8,9.5,5365,18449,38990,273022,428,4.48,13.8,3108,11998,9364,713747,359,3.76,14.7,2443,7826,28150,1451930,1021,4.06,13.5,7555,26500,52434,39374,61,34,6.43,16.2,377,2033,1096,
00LaPlume,54095,5,0.63,0.7,722,455,2279,3024646,1879,1.33,11.2,16732,19738,110350,100700,25,1.26,5.2,483,576,4266,320126,84,0.83,2.6,3215,2608,13115,466880,87,120,3.75,4.6,1872,6693,13339,
aDamn_mf,884287,188,1.77,3.6,5180,8825,33682,1227471,677,3.02,12.6,5394,14244,44424,193518,132,5.6,21.4,617,2718,6237,1195444,507,2.51,9.1,5566,12707,43223,106964,43,50,2.19,6.7,643,1317,3734,
Castaway Ball,297018,202,2.8,14.6,1386,3316,10354,1449584,959,4.11,15.2,6292,21900,53668,355681,258,6.85,25.6,1007,5131,12265,1398645,910,3.2,12.2,7471,21009,51502,86535,64,82,4.98,15,427,1806,3028,
MFZIG,662389,108,2.26,2.6,4192,9245,27397,766672,523,3.63,9.7,5368,17588,25238,514405,241,2.84,12.1,1999,4992,18632,1553419,583,3.18,6.5,8993,26777,56584,20299,19,19,4.15,8.7,218,826,541,
Ergyt,2047850,1477,2.88,12.1,12241,30975,86299,328219,426,3.29,16.1,2652,7313,11847,495177,226,2.5,13,1743,3791,21628,627483,481,2.69,12,4019,9524,27222,31722,119,82,4.28,21.1,564,1905,1084,
Procoro,53793,80,1.97,4.9,1619,3034,1998,2278060,1983,2.83,18.2,10896,25257,85683,406964,286,4.63,25,1146,3979,14645,760025,621,2.1,9.7,6432,12206,29719,443962,364,529,3.15,18.5,1964,5037,15606,
HolyMoses75,3076621,138,1.19,0.7,19162,22671,124770,99246,17,0.93,2.8,602,546,4410,4699,1,1.22,3.6,28,33,203,319622,28,1.01,1.5,1894,1884,14226,256083,0,5,4.96,0,726,3604,9823,
MrMasterWong.ttv,604420,67,1.39,1.4,4628,6337,23099,1857887,1255,3.54,18.6,6761,19481,63501,269326,121,2.53,11.7,1032,2305,10555,764622,215,1.79,5,4302,7309,29923,44938,17,17,3.79,6.7,253,895,1635,
BLEIKRAY,88129,11,0.94,0.6,1936,1801,3669,1232650,494,1.26,5.5,8947,10615,49718,406875,150,1.27,8.2,1834,2140,17542,1768577,386,1.16,3.1,12276,13771,74450,155705,52,82,2.24,5,1046,2224,5308,
DJOKATRON 1g,1236016,385,2.22,4.5,8623,18307,55264,1074902,897,4.16,15.4,5811,20446,35034,353335,83,1.79,5.1,1621,2759,16776,833188,421,2.9,7.7,5462,14631,33686,81704,59,61,5.12,18.1,326,1366,2216,
FaZe Funk,1518170,1568,5.58,18.8,8362,37893,49702,499872,1319,7.4,28.8,4585,24182,15636,542167,269,3.49,14.6,1847,5502,22344,934826,1351,5.17,21.5,6272,25433,37668,96575,180,117,8.76,20.2,890,6220,2909,
iKee_.,1406751,684,2.77,6.9,9872,25463,58190,341137,787,4.28,17,4639,16479,12179,662862,252,2.44,9.6,2624,5778,28883,1086058,817,3.1,10.5,7760,21551,44041,40389,38,36,4.43,10.6,357,1414,1205,
ᴹᶠᴳ Nannya,64534,7,0.58,1.3,525,301,2994,2944102,1929,1.58,15,12822,17168,105767,39647,12,1.1,7.1,168,172,1589,446736,172,0.97,7.3,2365,2120,17628,509270,223,266,2.53,11.6,1918,4290,15733,
ESMEGMATRASERO,288201,128,1.41,3.8,3391,4614,12446,2161217,1194,2.57,12.1,9861,22283,82380,365798,193,4.21,16.2,1189,4195,13842,682192,212,1.99,5.3,4024,7581,26972,85513,40,54,2.3,5.6,719,1563,1893,
Stixxu,535038,101,1.11,3,3401,3655,22236,865571,343,0.99,3.8,8999,8566,33371,88978,32,1.65,7.5,428,655,3292,1997794,344,1.34,2.5,13501,17622,79424,529024,97,148,2.1,2.8,3500,7139,18770,
Ashbørn,1500597,1444,4.82,18.6,7766,30494,44723,822404,604,3.77,14.1,4291,13912,28852,256015,132,3.97,13.7,961,3289,9608,916652,610,3.37,10.4,5869,17733,33286,390098,105,82,7.22,7.2,1456,9755,12650,
MCES Andilex,1325453,710,4.05,10.9,6526,23560,49345,376139,916,5.94,16.5,5542,27493,13269,815726,438,4.5,17,2575,9613,32903,976946,873,4.66,14.4,6060,24153,38599,36030,121,105,7.43,19.9,609,3626,1150,
kita ℭ,240481,47,1.34,1.9,2444,3212,9636,1885046,967,1.82,7.7,12571,21124,73006,374798,129,2.06,8.1,1586,2998,16789,993539,324,1.67,5,6434,10182,39705,81573,22,31,2.7,6,367,933,2770,
leezy36,570348,127,1.47,4.4,2910,4078,22882,1094215,621,2.26,14.8,4201,8088,44118,150915,105,3.62,22.7,462,1293,5746,1675566,790,1.75,11.3,6967,10820,67622,130848,36,50,2.63,7.3,490,1192,4396,
ivanhorustwitch,402858,99,1.4,2.1,4769,6553,18564,1875296,946,3.14,10.9,8643,24201,72754,436788,127,3.14,7.2,1766,5145,19115,776125,247,2.12,4,6182,12577,31019,232219,65,30,9.27,12.4,525,4262,4084,
Caslato,2045565,292,2.12,2.4,11995,24822,79486,203441,48,2.58,3.6,1338,3328,7476,344815,114,2.43,7.8,1453,3256,15113,900223,199,2.3,4,4917,10853,36934,29689,5,6,3.37,2.6,195,640,986,
ƒx Impulse,1115833,365,2.42,6,6067,13819,38104,766098,477,3.02,11.3,4216,11282,27970,283161,164,4.71,15.9,1033,4094,10244,1327731,531,2.66,7.4,7129,17531,49236,355942,196,180,3.34,9.4,2086,6316,11370,
Epsilon_killerYT,261515,86,1.24,2.8,3123,3756,9101,1512920,997,2.45,11.4,8732,18955,50555,205179,47,2,4.9,961,1829,8429,1510567,582,2.06,6.8,8531,16405,54395,329908,119,126,2.37,5.3,2238,5021,10168,
1337gage,1025084,556,4.29,12.4,4495,16907,37295,895344,1155,6.48,22.2,5199,26212,27585,552144,242,3.2,12.3,1962,5509,23588,1013284,915,4.65,16.3,5603,21810,38760,107508,151,135,7.64,20.8,725,4384,3258,
rustyachelfg ӝ,1289888,636,3.95,8.8,7239,26065,42455,599903,992,5.79,22.2,4475,20156,14932,603808,307,4.03,15.5,1980,6734,23556,998110,1088,4.88,17,6387,25834,35182,18601,26,25,6.36,13.9,187,1024,539,
Twitch Elbotv,568631,36,0.78,0.4,8021,6253,25113,1823925,572,1.23,4.5,12629,14783,74548,391226,64,1.36,2.9,2204,2905,17702,708317,89,0.97,1.2,7150,6838,29848,468016,90,67,2.2,3.6,2495,5290,11108,
Straight to bed,380752,105,2.11,3.7,2868,5830,14823,2309373,1324,2.85,10,13272,34039,80935,197765,38,1.51,3.9,975,1417,8754,609959,181,2,4.4,4070,7769,23792,221859,51,41,7.19,8.1,631,4173,4800,
Hachiko.31,1076711,176,0.67,2.5,7165,4698,49401,839057,254,0.75,3.9,6591,4727,38209,112303,39,1.28,7.5,520,618,5121,1461258,447,1.07,6.2,7236,7249,64821,348112,32,31,2.4,2.2,1464,3434,12691,
SprizuhTTV,966514,625,3.4,12,5218,15601,34572,1085121,743,4.25,19,3916,13494,39146,249979,156,3.77,19.4,806,2450,9822,1186022,702,3.46,15.1,4653,13689,44272,34706,5,12,4.04,2.2,223,881,1260,
ℱhyzMyDudeᵀᵀⱽ,820423,156,1.13,2.9,5332,5851,38346,1569633,1116,1.88,11.1,10048,16764,60039,237954,79,1.89,7.9,997,1739,10307,859080,339,1.43,5.4,6290,8532,35854,935183,268,313,4.15,7.5,3558,13662,27606,
Hiếu Nà Ní,1046570,99,0.79,0.9,11071,8684,54553,1932856,387,0.94,2.3,17134,15687,103310,154525,35,1.44,4.5,774,1064,7096,353172,63,1.04,2.7,2345,2380,15058,110774,22,30,2.91,4.3,517,1439,4256,
T-Roy Jenk1ns,235768,16,1.03,1.1,1518,1554,9790,2410811,691,0.89,4.2,16583,14125,101662,250415,68,1.45,6.1,1115,1520,10879,591725,79,1.04,2.3,3406,3457,25936,318243,20,43,2.62,2.8,721,1835,5147,
saD EZΞ,1035258,233,1.15,2.5,9445,10639,44265,963396,444,1.89,7.4,6026,10567,36760,479081,123,1.68,5.5,2248,3576,22590,1007080,288,1.57,4.5,6424,9616,41360,251859,75,94,1.85,4.6,1648,2911,7775,
ᵛᶰシX.THÀNH,159291,58,1.87,5.7,1017,1797,7432,1769516,1791,3.17,16.7,10694,28204,64641,450186,120,1.89,5.8,2064,3668,19791,1108514,470,2.44,7.7,6141,13826,44845,265310,194,239,3.77,15.6,1241,3950,9091,
Chelseas Simp,415488,298,2.93,8.1,3659,9845,16882,1026860,812,4.05,14.2,5736,19932,34544,941839,361,3.19,9.4,3822,11043,37650,1104510,577,3.14,8.9,6459,18456,44597,88884,83,64,4.05,7.1,1177,4429,2755,
ApplesToApples,127988,201,2.57,10.4,1937,4465,4893,3116253,2512,3.4,20.3,12376,33511,105986,47378,26,2.56,14.6,178,389,1830,189534,197,3.01,13.6,1452,3779,6825,491037,166,199,6.41,9.4,1770,10274,15008,
ehPom,925966,401,3.28,7.5,5330,16174,33231,1717214,1490,5.06,16.3,9144,38715,54762,,,,,,,,835516,527,3.88,11.1,4751,16370,30830,84083,51,56,5.6,8.6,590,3019,2563,
WF Einstein,966531,241,1.99,4.7,5119,9686,37590,848648,271,1.21,4.1,6672,7746,34448,682665,298,3.07,11.2,2656,7246,27625,984935,314,2.16,5.8,5452,11122,38382,109215,31,30,3.91,6.8,455,1656,3091,
Grrr Sadness,236337,53,1.58,3.9,1362,2068,9314,1983144,1176,1.71,11.2,10491,15963,71671,213160,127,2.34,16.2,786,1541,8096,1044919,387,1.5,6.9,5570,7768,39599,362553,52,39,2,5.1,1026,1950,6789,
TaCi drecu,199565,20,0.74,1,1996,1472,8766,1857925,544,1.02,5.1,10741,10393,79314,201534,59,1.21,5.8,1025,1171,8787,1218759,164,1,2.1,7919,7722,52644,769292,83,99,1.98,3.7,2230,4255,16441,
FBSilentRenegade,919020,467,3.38,13.3,3501,10258,30423,903185,894,3.49,17.7,5057,14534,29282,100262,77,5.68,29.2,264,1063,3183,1556977,1005,3.17,15.1,6639,17886,52803,65066,45,36,2.96,9.7,462,1236,2122,
rehx cr,1080959,540,5.3,16.5,3267,14442,37219,440894,248,4.87,14.6,1699,7062,15215,1059215,685,6.02,23.5,2909,13395,39089,898212,508,4.92,18.4,2763,11101,33056,71780,21,23,8.1,11.1,190,1369,1646,
LesterInc,2173794,383,1.89,3,12977,23859,78653,28013,5,1.41,3.2,156,213,1163,28048,10,1.53,7.3,137,194,1241,1247206,343,1.85,5.4,6333,11097,48182,389110,11,7,6.93,1.8,597,4059,6419,
The Wagon.,650125,48,1.03,1,4757,4865,28013,1581210,484,1.47,5.1,9550,13328,63859,343584,75,1.6,4.1,1830,2815,15118,903935,105,1.13,1.6,6472,7187,38983,844835,45,45,4.15,1.8,2505,10201,27978,
丂爪OT卩0Ҝ乇尺,1203193,181,1.45,2,8990,12731,48502,843238,271,1.34,3.7,7332,9444,34605,120128,23,1.46,3.7,625,879,5200,1313313,209,1.17,1.6,13391,15470,54560,555697,96,94,3.72,3.7,2561,9170,13526,
Twitch Lubester,994186,330,2.59,5.9,5552,13512,37502,928051,634,3.14,8.9,7091,20290,29797,528373,207,2.99,9.1,2266,6153,20928,1023835,475,2.73,7.5,6304,15891,39113,168493,58,62,3.91,5.7,1024,3780,4449,
Twitch Flubur,184750,56,1.92,1.7,3275,6177,6767,3049981,1084,2.54,4.5,23990,58236,104907,15800,2,2.51,2.7,73,178,624,224358,108,1.95,2.8,3922,7451,7813,17605,18,21,2.51,4.3,415,996,587,
antoba3,567170,345,1.78,8,4314,7055,20450,1773901,1086,2.42,10.6,10248,22217,65404,98062,56,3.47,16,349,1018,3518,1034755,447,2,7.1,6316,11736,40088,110714,29,35,7.41,6.4,451,3125,3593,
noβiτα51,1821004,273,1.43,2.7,9983,13863,73444,1628778,312,1.3,3.5,9024,11368,71346,984,0,1.67,0,3,5,44,23743,3,0.87,1.5,194,167,1000,1548553,163,18,9.5,10.1,1613,13782,20335,
snowrid3r.,2028292,222,1.02,1.8,12164,12124,89501,1268319,321,1,3.8,8529,8183,55328,199,0,4,0,1,4,8,175195,27,0.83,1.6,1666,1357,7547,1644103,185,34,7.22,5.5,3359,22910,37782,
Gladiator 父,818979,289,2.67,6.4,4535,11316,29069,916867,654,3.08,12.8,5122,13747,31445,695147,228,2.44,8.1,2806,6297,29418,1023577,433,2.95,7.9,5451,14813,36946,314281,247,280,5.29,20.1,1229,5198,9576,
Zain_dxbTV,71016,13,1.6,3.1,421,651,2796,2150175,1082,2.57,10.5,10283,23682,76013,271064,64,1.71,5.4,1196,1937,11401,979898,368,2.04,7.2,5130,9706,35720,146274,95,74,2.98,14.1,673,1724,4346,
Mr.Jaxxx,884793,259,2.2,4.7,5456,11410,37344,1024872,712,4.4,14,5073,19171,34402,473904,194,2.61,10.5,1840,4290,20295,1088488,497,2.89,7.7,6422,17094,42197,60627,21,16,11.16,10,210,2110,1922,
ZumbaBRO,55897,12,1.22,3.7,324,380,2256,3008440,1827,1.39,14.2,12863,15320,117107,151025,88,1.98,16.9,520,857,5664,250334,44,0.89,3.1,1401,1202,10942,831152,110,152,4.24,7.2,1532,6030,16013,
GAMES GEEK YT,1252218,293,1.67,3.9,7549,12139,47061,1056568,287,1.06,3.1,9147,9423,44739,175918,57,1.53,7.2,790,1124,7999,983079,265,1.68,4.6,5710,9147,38811,312539,36,35,2.33,3.1,1173,2651,6588,
Brandtmanǃ,1284949,497,2.05,7.5,6668,12648,52437,335461,231,2.08,9.3,2487,4686,12368,586943,272,2.04,12.6,2163,3855,25896,1257367,638,1.96,9.2,6935,12371,51166,166885,70,92,3.53,7.9,889,2894,5219,
Twitch DjokeiRRӝ,1617553,112,1.26,0.7,15216,18986,64072,295094,82,1.14,2.6,3125,3473,11979,651690,142,1.76,4.2,3350,5635,28458,904734,113,1.3,1.6,7029,8964,37807,164648,27,45,1.16,1.3,2107,2413,6196,
Alley_Katz,207913,26,1.76,3.5,737,1249,8559,1961504,842,1.39,11,7644,9427,81714,86752,27,0.99,7.1,382,350,3965,1212295,264,1.24,5.6,4738,5548,52520,807090,16,48,2.81,0.7,2339,6525,32316,
ThicccccccccTaco,379479,35,1.29,1.4,2463,3128,15890,1318841,371,1.44,4.4,8411,11546,54381,822072,188,1.54,4.8,3956,5790,37723,949004,208,1.69,4.2,5006,8096,39248,226333,8,5,8.22,2.7,296,2368,3609,
LokaPower,313528,126,1.7,5.2,2421,3897,12658,2520028,1748,2.31,12.5,14027,28386,91247,131260,64,2.22,13.3,480,925,5291,501479,248,1.76,5.8,4249,7033,20107,295009,181,190,4.47,9.6,1877,7584,9900,
دايخ ب زمن بايخ,230083,58,1.53,3,1920,2840,8539,1665295,930,3.22,10.8,8623,24733,56702,279124,76,2.63,6,1275,3156,12050,1291867,495,2.42,6.5,7622,17221,46670,169139,47,45,3.26,5.6,838,2580,4888,
TWITCH brehhskii,1186354,204,2.12,2.9,7025,14441,44847,588128,188,2.7,5.9,3160,8011,22428,671296,176,2.72,5.6,3139,8054,28543,1019376,206,2.35,3.8,5474,12389,41082,87174,15,21,2.88,2.6,576,1613,2739,
Jendawy,1007624,623,2.45,7.2,8690,19774,40217,279168,749,3.95,17.9,4186,13575,9505,939108,384,2.94,9.7,3944,10469,37953,1240014,866,3.06,10.8,8014,21882,49314,21588,102,71,4.86,23,444,1661,714,
Lacyboy21,229592,26,1.09,1.6,1672,1786,9492,2881675,863,1.75,6.2,14024,23082,118627,94735,30,1.8,7.1,425,711,3934,254141,42,1.13,2.4,1781,1959,10951,529415,72,99,4.98,4.3,1684,8024,16164,
tna ops scam me,1664802,556,2.6,5.5,10171,24962,63460,274768,242,2.27,7.1,3428,7248,9426,521952,207,2.82,9.9,2100,5345,21662,1004234,396,2.55,6.7,5930,14113,39790,49893,49,50,2.96,9.3,528,1416,1531,
Sidth ϟ,430361,108,2.06,3.2,3343,6677,14723,2610750,1736,3.94,14.1,12309,41661,94148,23570,11,3.76,12.6,87,286,941,402053,185,2.42,6,3093,7026,15025,211535,34,28,3.57,3.7,914,3141,5823,
TBLACK_MaStEr,1197145,91,1.07,0.8,10777,11384,48635,1458410,531,1.18,4.6,11455,12875,60057,150361,39,1.74,5.3,739,1216,6239,662769,86,1.12,1.8,4843,5314,28593,430905,147,302,1.63,5.6,2646,4072,16878,
Spl_akaperejil,988051,79,1.42,1.1,7211,10115,37819,751794,374,2.72,10.2,3655,8932,27750,358782,222,5.82,18.8,1179,5572,11819,1369326,315,2.04,3.9,8137,15965,52541,21062,3,3,2.09,2.1,142,290,779,
RD_ShadowWarrior,473095,152,1.36,5.4,2812,3623,19189,1974786,1221,1.58,8.3,14682,21282,73694,248559,114,2.66,12.4,919,2141,9432,762957,288,1.55,6.1,4715,6883,29880,477427,96,167,4.17,4.2,2277,9104,15950,
Labouviette,1344451,239,1.32,2.4,10076,12947,54971,697778,275,1.77,6.9,3960,6539,28294,150455,62,2.47,9.6,646,1443,6061,1267263,310,1.44,3.8,8160,11295,52638,237516,7,4,9.4,1.5,482,4463,5755,
Logan OG ツ Ψ,1793250,506,1.35,3.8,13272,17239,71710,693952,426,1.91,12.1,3526,5936,26269,194277,65,1.15,8,814,861,9809,777131,307,1.78,7.9,3909,6408,31106,802637,197,269,1.97,5.5,3593,6701,33885,
itsSakr,442062,85,1.47,2.8,2990,4284,16773,1992372,694,1.53,5.8,11955,17211,80076,239104,85,2.04,7.7,1104,2083,10209,783399,234,1.94,6.1,3853,7024,30617,551700,91,56,3.99,5.3,1702,6424,12869,
ꙮKυʂԋKιʂʂҽʂꙮ,82790,12,1.09,1.4,830,895,3509,2405783,958,1.66,6.6,14586,22572,90827,82012,52,2.9,17.9,290,691,2861,891901,334,1.86,6.9,4831,8363,32798,92103,20,27,4.81,5.5,361,1640,3110,
Twitch Sreys,290046,434,3.26,8.2,5302,15886,11992,1684068,2004,3.72,18.2,11009,33457,59103,,,,,,,,1481989,1590,3.44,12.8,12382,37176,54507,107072,213,207,5.78,26.4,806,3426,3198,
JimB0N_,983299,228,1.33,3,7583,9752,43092,1313465,925,2.53,14.7,6277,13564,48225,140135,71,2.48,14.3,496,1055,5767,1018773,377,1.73,5.4,7028,11533,41922,69972,13,19,4.54,3.5,373,1636,2550,
eRa kingguii,1646381,128,1.11,1.1,11511,12611,71883,972206,224,1.53,2.8,7923,11755,38455,318606,46,1.24,2.7,1713,2065,15162,518551,62,1.29,2,3114,3952,23495,36394,10,10,2.08,3.7,270,542,1318,
