name,wins,kills,kdRatio,killstreak,level,losses,prestige,hits,timePlayed,headshots,averageTime,gamesPlayed,assists,misses,xp,scorePerMinute,shots,deaths,source
RggRt45#4697369,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.kaggle.com/datasets/aishahakami/call-of-duty-players
JohniceRex#9176033,0,0,0,0,1,0,110,0,7,0,7,0,0,0,700,0,0,16,
bootybootykill#1892064,0,66,1.03125,0,9,0,110,0,32,16,32,0,1,0,48300,0,0,64,
JNaCo#5244172,3,2,0.4,0,1,0,0,0,3,0,3,0,0,0,1150,0,0,5,
gomezyayo_007#6596687,0,2,0.2,0,1,0,110,0,5,1,5,0,0,0,1000,0,0,10,
Brxndoon7-LK#4002715,684,27011,1.06674302,18,177,10,110,98332,1366,5113,2.323129252,588,6063,305319,3932335,255.6720351,403651,25321,
bdooory_ab#7095171,4,162,0.6328125,4,6,2,0,568,8,35,2,4,68,4836,24485,265.5,5404,256,
ahevepluto#3505304,186,1898,0.569627851,13,37,7,2,5111,550,485,3.666666667,150,488,39978,458269,180.3796364,45089,3332,
MilkyLemonz-_-#5981249,741,21803,1.036658425,26,185,29,111,81361,2442,3894,2.826388889,864,4029,327230,4269370,198.844226,408591,21032,
RPDUNKduo#8122914,26,349,0.444020356,7,12,4,0,996,44,40,2.933333333,15,138,4844,72765,253.6772727,5840,786,
BOBOQQ3#7928912,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rachetevolution,0,26,0.337662338,0,6,0,110,0,37,3,37,0,4,0,25108,0,0,77,
CzarnyDelfinek#9059572,188,1949,1.495778972,22,53,4,57,3333,409,536,16.36,25,150,10511,909543,38.63031785,13844,1303,
Damian291207#7986887,0,0,0,0,1,0,0,0,1,0,1,0,0,0,200,0,0,1,
SanDrasoSa,15,132,0.631578947,7,5,4,0,549,21,25,3.5,6,31,3153,18430,199.7428571,3702,209,
DrunkUnc92#7705654,207,3452,0.697796644,10,40,9,110,16134,378,535,2.930232558,129,811,104881,530615,266.0142857,121015,4947,
whoshotghost#1916366,106,3284,0.946125036,17,41,11,12,11772,255,501,1.9921875,128,532,49715,543830,278.6447059,61487,3471,
Nsory_1#5583298,1592,15033,0.780327018,17,156,13,111,49680,3247,2367,3.054562559,1063,2099,247686,3018769,230.4303049,297366,19265,
LimpThaDon,190,3033,1.00999001,13,37,8,110,9846,421,489,2.520958084,167,583,42460,458078,152.7306413,52306,3003,
DeGiove#5248918,605,7764,0.85328058,14,63,8,111,32602,1153,1549,2.638443936,437,1106,125227,1050069,281.4359063,157829,9099,
TawheedAhmed42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
teruteru_yt_#6461227,35,900,0.939457203,12,19,5,6,3078,71,197,2.290322581,31,149,10257,149095,300.0169014,13335,958,
edgexgaming8901#9276950,51,603,0.694700461,11,12,5,0,2483,92,102,2.628571429,35,94,9874,66675,197.3217391,12357,868,
BrunoMarchione,0,49,0.510416667,0,8,0,110,0,31,7,31,0,38,0,38501,0,0,96,
SlaPzz#6879518,42,1233,0.939786585,9,24,7,39,2711,78,296,2.4375,32,197,7274,211625,306.6769231,9985,1312,
ferni775#9063204,0,1,0.333333333,0,2,0,0,0,2,0,2,0,0,0,3975,0,0,3,
HORUS REED#8123889,349,9899,1.399943431,13,238,10,112,14482,1621,2062,9.648809524,168,1016,62300,6541499,51.6273905,76782,7071,
CohesiveMango93#8505922,59,1041,0.714972527,8,20,5,0,4335,99,169,2.911764706,34,281,18216,158915,250.2909091,22551,1456,
Bobdustt#2422031,81,2041,1.145985401,14,29,9,21,7265,169,324,2.011904762,84,481,28320,301903,266.3857988,35585,1781,
caliopez99#8569536,0,4,0.210526316,0,1,0,0,0,8,0,8,0,0,0,2575,0,0,19,
EH4B_367#1401846,7,118,0.983333333,6,4,6,0,314,21,19,1.5,14,9,1311,13255,237.1142857,1625,120,
sammy7227#7543148,7,16,0.64,4,3,0,0,17,10,3,10,0,1,120,9425,23.34,137,25,
WilcyWilson#2599001,0,0,0,0,1,0,31,0,0,0,0,0,0,0,0,0,0,0,
URjustBADXD#7190593,0,0,0,0,1,0,0,0,2,0,2,0,0,0,100,0,0,3,
DaydayLadd96#1594916,21,363,0.730382294,9,11,4,5,767,33,65,3.666666667,9,49,6360,58550,327.9090909,7127,497,
S3ND3RBUB12#9216137,80,1213,0.647278549,9,27,7,22,4132,246,196,5.125,48,302,23006,264685,185.6634146,27138,1874,
Die#1566463,152,4753,1.024574262,11,44,6,7,21934,320,661,2.302158273,139,948,95160,632675,330.991875,117094,4639,
Jay-WKT#9248671,20,1848,0.709132771,8,74,3,110,1126,840,247,49.41176471,17,255,4332,1166785,11.53642857,5458,2606,
McWiggins14#5533106,1,6,0.428571429,1,1,0,0,29,1,1,1,0,1,96,625,226.2,125,14,
SharkPawgin#5823839,642,10577,0.851267606,14,144,13,14,36028,1182,1585,3.716981132,318,2187,147179,2557627,172.8086294,183207,12425,
Manuel Alarcon1#6037069,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
LEAN GAL#3205759,3,9,0.346153846,2,1,0,0,35,4,4,4,0,8,225,1575,338.55,260,26,
Ludsghy#4258818,57,2155,0.906986532,10,31,7,2,8138,131,489,2.147540984,61,915,53259,325420,226.9053435,61397,2376,
Macavic#1093672,0,121,1.21,0,18,1,32,0,47,20,47,0,0,0,136800,0,0,100,
swayfaze097#4838954,23,414,0.544736842,8,12,5,0,904,41,37,2.5625,16,53,5295,73333,256.4487805,6199,760,
Jacyków#9892624,536,1081,0.61038961,9,42,4,3,2412,585,136,22.5,26,227,13905,586700,24.69846154,16317,1771,
Sir_Luffwaffles1#7708807,127,3423,1.06701995,11,63,7,110,8627,491,519,4.91,100,676,31069,1048199,98.70549898,39696,3208,
Grrrr pow#5106418,244,7783,0.903529139,22,105,8,111,23349,837,1490,4.702247191,178,1655,90714,1616838,123.6236559,114063,8614,
DeadShot1687#6299823,74,880,0.888888889,8,35,5,110,1549,232,121,13.64705882,17,168,14118,414294,42.00775862,15667,990,
leandr1nho13#4383266,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Blom-Tiee#6925955,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Unfinishe#7062263,51,2886,1.02087018,15,38,6,100,5588,109,384,2.056603774,53,588,25751,481328,223.4752294,31339,2827,
Passion_Divine#1903567,0,569,1.019713262,0,46,9,111,0,248,171,248,0,89,0,683155,0,0,558,
Sup Solaay#9600056,17,596,0.819807428,13,15,6,0,1996,39,96,2.052631579,19,152,8578,96234,259.6153846,10574,727,
Gaqwe33399#4850936,40,195,0.571847507,6,12,4,44,796,51,34,5.1,10,44,3672,69095,111.2941176,4468,341,
T3agan07#6903176,24,220,0.745762712,5,14,4,9,710,53,50,6.625,8,33,2968,90214,75,3678,295,
Thnikkamaan,136,4987,1.097249725,16,44,6,46,18548,301,1027,2.197080292,137,1189,69686,638080,323.5495017,88234,4545,
Mystica#3905510,108,2837,0.932303648,10,80,8,111,8535,659,485,9.835820896,67,598,31407,1248840,50.47010622,39942,3043,
user32849001#6793597,150,3874,0.936201063,12,42,7,27,15214,294,761,2.244274809,131,870,59960,563625,236.3183673,75174,4138,
lll#3456667,0,30,0.352941176,0,6,0,0,0,40,7,40,0,0,0,25500,0,0,85,
Hunter_S_Bombin#4973033,1,28,0.875,6,1,2,0,105,3,9,1.5,2,2,602,3050,319.8,707,32,
blackiechan00,101,2750,0.745257453,10,38,8,110,10051,258,528,2.031496063,127,809,43844,481785,267.8790698,53895,3690,
XReyesT18#7041180,0,24,0.269662921,0,5,0,110,0,44,6,44,0,7,0,19625,0,0,89,
FaZe Splitter#1010390,504,12870,1.263995286,20,141,28,26,21774,1245,2569,1.954474097,637,1506,62751,2470760,295.4674699,84525,10182,
Russbuck#9798189,601,12340,0.890203434,15,171,13,111,41563,1923,1857,5.18328841,371,2639,201235,3663457,128.001248,242798,13862,
Luluchiaa#8768510,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
fireland56#3811414,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Teo#8038666,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mhamed9772#8788714,0,2,0.2,0,1,0,0,0,5,0,5,0,0,0,955,0,0,10,
kamazsoft#1273914,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
willick#5324561,225,7244,0.899205561,12,128,6,111,22968,996,1065,3.744360902,266,1871,93118,2118714,143.0692771,116086,8056,
TheRealKulumbele#2435541,2,3,0.166666667,2,1,0,0,15,3,0,3,0,0,161,700,68.6,176,18,
AydsAydsAyds#8842784,1,25,0.373134328,2,4,1,110,56,24,3,24,1,6,344,16025,29.375,400,67,
Ksk gustav#1566519,35,656,0.669387755,6,42,5,110,1358,286,143,17.875,16,91,5593,566898,30.98601399,6951,980,
Papi flashy#5364268,251,5540,0.949443016,14,54,10,110,18655,581,1002,3.041884817,191,1363,85552,952848,187.7917384,104207,5835,
JOE ALCANTARA#5896324,0,74,0.305785124,0,12,0,110,0,104,18,104,0,84,0,72000,0,0,242,
viniciusvgs#9944935,115,2047,1.1315644,25,111,3,111,228,901,561,128.7142857,7,93,883,1727785,4.321198668,1111,1809,
deepies#8015304,0,54,0.84375,0,8,0,110,0,32,13,32,0,30,0,40925,0,0,64,
AskarkGG#9024740,758,21133,1.043295814,15,188,15,58,54961,1791,3649,3.67761807,487,3581,181316,4385790,138.679732,236277,20256,
Conberve440#8622297,230,3200,0.940346753,12,40,18,61,12185,499,565,2.053497942,243,662,40768,524931,168.0637275,52953,3403,
JustZiggy,283,5604,1.048652695,13,70,10,111,8397,751,687,3.54245283,212,379,38636,1124008,190.2687084,47033,5344,
Lordtachanka438#7529291,2,37,0.672727273,4,3,1,0,103,13,9,6.5,2,3,591,9805,101.4461538,694,55,
Luiselbetoven#1584978,34,1134,1.016129032,9,22,6,3,4485,72,197,2.482758621,29,313,18171,179015,258.8666667,22656,1116,
RoboNupe#9691851,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Abyss#7220618,70,1766,0.927034121,15,26,5,13,6090,123,360,3.324324324,37,290,23058,243695,272.9512195,29148,1905,
infamousabe84,724,32052,0.968338369,20,252,9,112,52056,2802,4250,4.07860262,687,3938,336446,7132415,157.9614561,388502,33100,
axelsanchez200#1249784,44,896,0.682406702,0,67,5,111,0,620,165,620,0,163,26,1087467,0.050322581,26,1313,
rftrtrtfd#7129073,93,2732,0.968794326,13,33,5,3,8282,198,389,3.666666667,54,770,27154,379143,200.6969697,35436,2820,
TashEll5389#3508436,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
420_Vegas#7916528,655,14541,1.065274725,20,142,28,111,38665,1841,2832,1.846539619,997,3002,184373,2484795,150.401195,223038,13650,
RST KIRHA#3661611,12,362,1.067846608,7,12,2,11,1626,31,46,3.875,8,90,6839,66090,195.1935484,8465,339,
thx f0r the kill#4114462,0,6,0.428571429,0,1,0,110,0,3,1,3,0,3,0,2725,0,0,14,
prinz_rashid#8712420,0,0,0,0,1,0,110,0,5,0,5,0,0,0,900,0,0,11,
ERICKVEGA007#8654842,30,113,0.134844869,5,8,4,0,400,100,18,3.333333333,30,69,11685,40990,271.776,12085,838,
Greyfox#8248495,2,279,1.060836502,10,12,11,110,938,34,67,2.266666667,15,77,3158,72420,152.4176471,4096,263,
ezzyy0095#7778150,74,1172,0.932378679,12,32,7,31,3775,211,177,6.028571429,35,221,19125,348521,96.24170616,22900,1257,
PaRaDoXx#2893506,29,211,0.909482759,8,13,2,3,525,33,57,8.25,4,42,4078,77086,72.92727273,4603,232,
Trollkingdabs,157,2917,0.884743706,12,32,6,37,6900,314,358,2.195804196,143,519,19882,347760,189.6171975,26782,3297,
stilgar300,0,150,0.986842105,0,21,2,110,0,67,34,67,0,54,0,171290,0,0,152,
LittleAiden0716#1189735,25,398,0.63476874,7,16,10,110,1024,119,53,6.263157895,19,81,3677,112483,83.37983193,4701,627,
LUCIFERxDARK#8843871,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
MrDeniiz10#1986742,104,1546,0.850385039,15,25,6,110,5003,178,365,2.918032787,61,220,16385,228695,221.0966292,21388,1818,
Legacy#3417190,99,3131,1.440865163,22,37,7,14,12248,253,430,2.720430108,93,530,46366,464210,176.9786561,58614,2173,
you1i#8115611,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
livernutz#5465911,929,28873,0.91703986,14,202,8,69,104830,2130,3666,2.54784689,836,6878,453158,4996179,224.0509859,557988,31485,
Faisal_kh_14#4163654,1,3,0.2,1,1,0,0,8,2,1,2,0,2,106,975,154.2,114,15,
ownED#4592237,212,4581,0.84551495,14,51,14,62,16826,498,722,2.677419355,186,1117,66674,819607,208.4313253,83500,5418,
reddyfied#5519579,382,9950,0.914185961,15,149,7,110,27603,1122,1861,5.473170732,205,2192,139366,2742180,118.657754,166969,10884,
yX PieT Xy#6264334,7,26,0.722222222,0,5,0,110,0,18,7,18,0,3,0,19635,0,0,36,
LIangxxx#4226202,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
TSM_Ulito67#7958396,1,114,0.489270386,1,10,0,110,13,57,19,57,0,60,66,53922,4.347368421,79,233,
CannedBread93#2332353,19,338,0.887139108,7,10,2,0,1459,28,41,3.111111111,9,60,5546,52525,335.4642857,7005,381,
Andy_Ferr_Artist#1046989,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
lowher#1074214,0,4,0.4,0,2,0,110,0,5,2,5,0,3,0,3650,0,0,10,
2SaucyBoii#9086331,578,5218,1.046950241,15,79,13,110,17957,899,1237,3.793248945,237,750,77925,1228362,166.5911012,95882,4984,
SwLeyton#8704086,0,2,0.181818182,0,1,1,0,0,5,1,5,1,0,6,1925,14.04,6,11,
G-EVER#4292742,159,245,0.559360731,9,16,2,4,308,175,38,17.5,10,23,1558,105145,76.88914286,1866,438,
NoamK#9693918,10,918,1.184516129,13,29,5,110,688,176,162,6.769230769,26,107,3224,290265,65.26704545,3912,775,
ELITOMxtreme13,0,7,1.166666667,0,2,0,0,0,3,1,3,0,0,0,5278,0,0,6,
LamerGamer11#6047414,223,5228,0.862706271,11,50,11,110,21030,491,886,2.349282297,209,1025,91560,805992,261.1026477,112590,6060,
pops59,35,210,0.864197531,14,16,3,2,427,59,50,4.214285714,14,39,4124,106999,154.220339,4551,243,
Savage6ixBuffalo#6138644,144,4986,0.871525957,13,53,8,110,7106,465,656,3.75,124,701,47393,912251,179.5974194,54499,5721,
Wolffe_1st_Recon#6733591,251,5010,0.753496766,12,55,9,18,13895,458,860,3.013157895,152,1167,65429,958745,235.6598253,79324,6649,
StekX#5406093,0,219,0.85546875,0,26,4,111,0,112,45,112,0,161,0,250563,0,0,256,
Mr_TinyEagle24#6604078,242,3309,0.599130907,8,41,7,1,12718,458,556,2.278606965,201,794,68553,543183,271.8917031,81271,5523,
mohbeau95#5524583,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rmarssella2#8070556,7,2,0.153846154,0,1,0,0,0,7,0,7,0,0,0,1150,0,0,13,
lillelund91#2522553,85,1101,0.511379471,8,23,5,13,3641,167,167,2.256756757,74,280,30710,205628,413.3461078,34351,2153,
AllinatAlomar#9003682,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
micasnysom#2811534,7,16,1,0,2,0,0,0,8,6,8,0,0,0,6625,0,0,16,
PVT FishCooch#4411911,461,15605,0.993253135,14,130,17,43,37743,941,2500,2.31773399,406,1976,161683,2161843,240.378746,199426,15711,
Supr3mo#6991785,0,4016,1.119286511,5,141,2,110,138,1070,876,267.5,4,72,1628,2457086,1.230280374,1766,3588,
DStizzy#2268939,1824,34198,1.114703869,27,287,13,110,73630,3050,5025,3.841309824,794,4501,250976,8658231,161.607541,324606,30679,
cristianteatino#2716468,2,1732,1.197786999,6,115,3,111,176,728,284,728,0,133,571,1811950,0.717032967,747,1446,
ghost_adan123#4376935,10,111,0.563451777,4,7,1,110,325,37,16,18.5,2,21,1581,29512,53.72432432,1906,197,
d3rdud32017#5663104,927,38924,0.821822942,11,229,17,51,137200,2157,6423,2.086073501,1034,11229,606043,6137667,270.3666203,743243,47363,
altayehhamza#6513767,12,277,0.849693252,9,10,4,15,1268,24,60,2.181818182,11,87,7689,50070,235.575,8957,326,
悪夢 猿 猿怠惰な怠惰な#7591947,1364,25522,0.927634209,20,167,16,44,49395,2447,3596,2.755630631,888,3754,236412,3494579,235.276747,285807,27513,
OOPS_U_DIED71#2527129,22,156,0.663829787,5,5,8,0,574,35,32,3.181818182,11,20,2611,20975,271.1828571,3185,235,
TTIN-MAN-99#5708666,0,4,0.222222222,0,2,0,110,0,9,0,9,0,4,0,3875,0,0,18,
jojonino7#8789302,8,8,0.25,0,2,0,0,0,11,1,11,0,0,0,5466,0,0,32,
OgBabytelli#5877408,180,1390,1.007246377,11,32,10,24,4887,284,245,3.55,80,200,22808,346200,163.3119718,27695,1380,
vivaloslachos7,0,46,0.754098361,0,8,1,111,0,28,12,28,0,35,0,40475,0,0,61,
CaptnDee#8295627,600,20882,1.12784229,18,151,10,18,68830,1251,4617,2.429126214,515,4074,288602,2808958,327.7601918,357432,18515,
Pessadilla#8628194,0,8,0.888888889,0,2,0,110,0,4,2,4,0,1,0,6975,0,0,9,
Ties veurop jong#5386670,1,2094,0.996668253,8,137,7,111,52,1035,530,1035,1,149,215,2333684,0.567536232,267,2101,
Mellymelz,151,2307,0.71690491,12,39,7,111,4658,378,357,4.725,80,462,36388,492833,131.4412698,41046,3218,
Angelpro7771013#5002628,0,0,0,0,1,1,110,0,1,0,1,0,0,0,100,0,0,1,
Biggie cheese#3896736,283,9272,0.905557183,10,98,6,111,33173,644,2106,3.037735849,212,2167,119983,1496093,199.984472,153156,10239,
b5 bigwill#3505460,3,57,2.28,4,9,1,0,68,10,11,10,1,3,216,43250,33.48,284,25,
AlessioGordillo1#5105858,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
lucithepoessie#1567630,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
CODman0024#4176592,66,8595,1.33524934,14,175,11,111,8542,1103,1459,8.231343284,134,977,40308,3847456,53.65349048,48850,6437,
qazws1577#9667938,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
o-kintamdekao#9388325,0,178,0.485013624,0,23,4,111,0,178,37,178,0,111,0,203895,0,0,367,
Speeddemon358,264,10469,1.186288952,15,115,16,110,21840,726,1505,2.75,264,1120,93548,1818399,219.407438,115388,8825,
flobu2607#2656812,188,2469,0.901094891,12,122,41,111,19947,1230,995,24.11764706,51,1311,51705,1972576,69.45268293,71652,2740,
ArrivingSage684#2261357,0,3,0.176470588,0,1,0,110,0,8,0,8,0,0,0,1850,0,0,17,
Dyneer89#7222136,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Poison#2907106,136,3161,1.139920664,10,40,8,6,10014,310,602,2.767857143,112,589,32049,536323,169.263871,42063,2773,
Jeffrey#1890968,24,704,0.936170213,7,35,3,110,1023,227,145,20.63636364,11,156,4069,409901,30.43876652,5092,752,
NainFéroce#4542111,0,1,0.083333333,1,1,0,0,1,1,0,1,0,0,2,550,194.4,3,12,
SmarcusAurelius#9607802,0,11,0.6875,0,2,0,110,0,8,2,8,0,7,0,6125,0,0,16,
imbsi2011#6620111,0,1,0.125,0,1,0,0,0,4,1,4,0,0,0,1250,0,0,8,
Hoss2422#8165512,16,1531,0.730090606,0,74,1,111,0,714,367,714,0,392,0,1168069,0.073109244,0,2097,
abbassalem001#7340834,5,223,0.917695473,11,7,1,0,634,11,46,3.666666667,3,56,2913,32430,168.7636364,3547,243,
clastic_skyline#2465354,1,1,0.5,0,1,0,0,0,1,0,1,0,0,0,1050,0,0,2,
Moe Lester#4727591,207,1484,1.175911252,8,55,4,110,2828,367,261,11.12121212,33,208,12448,957331,37.11498638,15276,1262,
Zoeytoby2005#3211294,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,
Simonr3825#6948545,166,6804,0.992270672,13,58,12,13,28605,376,1144,2.088888889,180,1551,142067,994512,318.0255319,170672,6857,
Feyenoord0112#4362600,79,159,0.729357798,0,22,1,11,0,101,39,101,1,0,0,180065,0,0,218,
asdkii#7844531,38,903,0.59486166,8,18,6,0,2552,73,131,2.607142857,28,301,12157,133840,238.8575342,14709,1518,
footbawl,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Warfam602#8447029,165,2833,0.804144195,9,48,10,110,6910,526,437,6.49382716,81,491,22206,754824,88.85589354,29116,3523,
7ot#5517158,498,13231,1.134053313,20,112,12,45,51676,943,2421,2.387341772,395,2523,247292,1751190,268.8178155,298968,11667,
AlbatrosPoete#2974047,1,11,0.268292683,3,1,1,0,28,3,1,3,1,3,291,1975,413.8,319,41,
Janne#3768250,1204,40392,1.076287671,19,262,15,111,123862,3310,5351,2.853448276,1160,5979,498485,7549448,196.6225378,622347,37529,
Cade2121#4173962,20,597,0.743462017,9,16,3,1,1616,57,118,3,19,115,7236,109015,220.4526316,8852,803,
anon44496684#2274631,20,958,1.058563536,10,19,8,11,4219,55,131,1.666666667,33,169,12338,146275,266.52,16557,905,
FlexedXxradar#2827944,10,322,1.062706271,9,10,3,0,1323,20,55,2.857142857,7,56,5549,53845,298.89,6872,303,
omar_de_villa_22#1782583,0,0,0,0,1,0,0,0,4,0,4,0,0,0,300,0,0,8,
Cavage#5516573,0,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,
Xam_snraem#9356911,0,48,0.461538462,0,7,0,110,0,53,12,53,0,22,0,32735,0,0,104,
Echo_Two1#4469098,60,856,0.892596455,8,18,6,0,2224,89,144,3.708333333,24,224,10723,128090,216.4179775,12947,959,
konkwistator#9532800,3,1,0.166666667,0,1,0,0,0,4,1,4,0,0,0,850,0,0,6,
bouthebenjamins#4435275,420,17776,0.888577856,20,234,16,111,41810,2469,3715,6.330769231,390,4311,119317,6368199,80.43207776,161127,20005,
SPoOKY#6529753,2282,38200,1.149702041,13,331,16,111,51440,6425,4707,2.974537037,2160,6259,354971,10525046,199.7972918,406411,33226,
Ayas1612#9957369,0,0,0,0,1,1,0,1,1,0,1,1,0,303,0,316.2,304,7,
Oh Bulletz8267#3366131,125,1281,1.202816901,10,33,7,110,1800,221,284,8.84,25,138,7476,376610,78.02714932,9276,1065,
TyM_Seba_13#2401348,0,142,0.645454545,0,17,1,110,0,88,32,88,0,14,0,124220,0,0,220,
carr23-r_#4277497,14,80,0.481927711,3,10,1,110,22,65,7,65,0,9,205,54580,9.636923077,227,166,
KrisVal55#2097189,20,215,0.930735931,4,15,3,111,152,54,32,9,6,45,2669,97891,72.81111111,2821,231,
cEnBlaRk#8777192,298,8194,1.194634786,14,127,11,110,28770,1001,1728,4.085714286,245,1535,113984,2094395,131.1764236,142754,6859,
RarefiedLime715#9051704,0,2,0.142857143,0,1,0,0,0,6,0,6,0,0,0,2275,0,0,14,
Matt93650#4727617,248,3106,1.026098447,11,74,8,111,8555,752,554,7.37254902,102,458,39735,1173596,67.45132979,48290,3027,
Crusty Lips#5492303,236,7890,1.086178414,179,89,16,111,26315,588,1521,2.94,200,1505,82542,1359204,150.8989796,108857,7264,
PeralezFour#4637706,0,0,0,0,1,0,0,0,2,0,2,0,0,0,650,0,0,5,
MayTaG204#6314802,480,7071,1.001132663,9,193,9,113,10937,2114,1091,6.908496732,306,840,54059,4624692,61.20482498,64996,7063,
Angery#4467743,0,21,0.954545455,0,4,0,0,0,12,2,12,0,0,0,13975,0,0,22,
TTG Rose8436#4609548,0,7,0.179487179,0,2,1,110,0,15,2,15,0,16,0,5725,0,0,39,
GuiCaverzan#6898851,8,898,0.960427807,4,38,2,110,234,219,194,54.75,4,114,1468,467695,20.08767123,1702,935,
Killer-Insstinct#1463361,4,48,0.510638298,3,2,3,0,177,8,8,2,4,22,719,6395,299.625,896,94,
MathRei#1322612,0,1,0.25,0,1,0,110,0,2,0,2,0,0,0,350,0,0,4,
Fear DaSweat#8726184,4,101,0.848739496,9,5,2,0,398,21,16,3.5,6,22,2562,17930,204.8857143,2960,119,
Ilovelettuce474#7471739,1,75,0.72815534,4,4,2,0,304,6,13,2,3,28,1873,14565,245.5,2177,103,
SmashedDolphins#6984385,145,5894,1.407018381,14,57,14,111,23155,438,1165,1.929515419,227,990,68422,979910,259.9616438,91577,4189,
Tav#6226139,569,8190,0.815980871,22,77,8,111,18098,1153,1936,2.596846847,444,1222,95358,1208283,169.3045967,113456,10037,
S Town King,5,72,0.590163934,3,3,4,0,324,10,15,2.5,4,14,1490,9500,284.82,1814,122,
adrian_bankss#7070605,0,0,0,0,1,0,110,0,1,0,1,0,0,0,300,0,0,2,
Blazer-1965RR#4311847,0,68,0.438709677,0,12,0,110,0,77,7,77,0,37,0,74700,0,0,155,
MaxyMax#3381154,2,0,0,0,1,0,0,0,2,0,2,0,0,0,1475,0,0,5,
Oopsmyb#7184311,4,6,0.666666667,0,2,0,0,0,4,0,4,0,0,0,6000,0,0,9,
Tastetherambo#4044400,876,24800,1.009730874,15,200,11,111,59279,2200,4500,4.166666667,528,4293,209342,4891954,152.2704545,268621,24561,
PetRussian#1853832,732,8588,0.772302158,20,140,30,110,22923,2092,1504,4.226262626,495,1479,140593,2421272,141.3854685,163516,11120,
DutchBro101#5678319,68,659,0.996974281,10,13,11,0,2110,136,132,2.158730159,63,112,3834,75485,96.64852941,5944,661,
Voids-_-Times#5188154,0,2,0.666666667,0,1,0,0,0,2,0,2,0,0,0,3000,0,0,3,
jimmyntrn123#7265469,290,2471,0.972451791,2,165,8,111,26,1288,453,644,2,248,183,3402320,0.195652174,209,2541,
Quasimoto#4762558,122,1336,0.786344909,6,93,3,111,509,711,257,177.75,4,159,2224,1419225,4.291983122,2733,1699,
jjrdk4,167,3531,1.299116998,13,144,6,111,4388,814,707,30.14814815,27,358,15925,2551675,26.86732187,20313,2718,
GeT_DesTroYeD439#8882692,71,1865,0.971860344,14,26,6,9,7688,143,352,2.102941176,68,360,41094,245589,304.2755245,48782,1919,
sanima34#5689127,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
thrasherboi4ever#7579377,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
nicocrack120#3055300,1,0,0,0,1,0,0,0,1,0,1,0,0,0,400,0,0,2,
xbL#1857429,0,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,
jahyoot,957,11005,0.834723908,14,106,12,110,43102,1718,1164,2.931740614,586,2158,171554,1635362,311.2791618,214656,13184,
Kowzyy#1392788,211,7019,1.318369647,17,137,9,110,10934,973,1418,5.896969697,165,851,51259,2331004,86.7274409,62193,5324,
GaubanG#1753126,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
vertilo818#5736609,366,7393,0.933695378,13,86,14,110,12335,694,1198,3.487437186,199,1357,93984,1320682,183.8282421,106319,7918,
DajwetYT#7632829,15,24,0.615384615,1,4,0,6,19,15,7,15,0,4,187,12925,23.16,206,39,
getoutofmyface#7914894,5,585,0.925632911,2,30,2,10,38,124,72,124,0,3,298,321698,2.588709677,336,632,
LeafyKibbles959#3586335,510,16556,0.908821431,15,146,14,110,54532,1239,2956,2.054726368,603,3336,258710,2637626,259.8489104,313242,18217,
Jincar#7728971,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
b_peek_798#7382601,284,5682,0.751885669,11,53,18,4,28963,711,1558,4.10982659,173,1683,106422,891850,250.3831224,135385,7557,
